"Brand_encoded","age","Model_encoded","Car_Suv_encoded","UsedOrNew_encoded","Transmission_encoded","Kilometres_num","Cylinders","Engine_L","DriveType_encoded","FuelType_encoded","FuelConsumption_num","ColourExtInt_encoded","Location_encoded","BodyType_encoded","Doors_num","Seats_num","Brand_Model_encoded","Price"
27,23,475,37,0,1,179999,8,7.3,3,2,0,202,515,4,4,5,479,79900
43,3,480,35,0,1,22504,4,2,4,4,8.2,272,372,5,4,5,484,97900
13,8,121,5,0,1,126077,4,1.6,0,1,6.6,209,137,0,3,4,124,19800
35,13,455,37,0,0,237999,8,4.5,3,2,11.5,130,515,4,2,2,460,53900
6,11,58,5,0,1,62305,4,1.4,0,4,6.3,142,230,0,3,4,59,11400
36,3,305,59,2,1,720,4,1.5,0,5,5,157,432,5,4,5,307,39100
8,7,230,37,0,1,43899,4,2.8,3,2,9,192,413,4,4,5,229,42975
40,7,326,35,0,1,147211,4,2,3,2,5.7,192,525,5,4,5,329,38800
40,12,401,35,0,1,155810,6,3,3,2,7.4,301,98,5,4,5,405,19999
39,4,309,37,0,1,16799,4,3,3,2,8,92,406,4,4,5,311,59990
12,14,79,20,0,1,117599,4,2.4,0,1,8.7,190,496,3,4,5,80,17490
48,8,459,35,0,1,123647,6,3,3,2,7.2,202,525,5,4,5,464,64800
15,11,177,35,0,1,164736,4,2.5,3,1,8.3,202,479,5,4,5,180,17990
31,13,209,5,0,0,101702,4,2,0,4,7.7,139,100,0,5,5,212,17990
48,10,459,35,0,1,105255,6,3,4,4,11.3,192,525,5,4,5,464,59800
24,17,2,20,0,1,92354,6,2.7,0,1,9.7,202,412,3,4,5,2,3750
42,2,268,190,2,1,2088,4,2,0,4,6.1,226,544,3,4,5,271,69788
31,2,431,131,2,1,1572,4,2,0,2,6.6,192,493,2,4,7,436,79990
20,9,251,37,0,1,25533,4,2.4,3,2,7.6,218,358,4,4,5,254,31999
30,2,406,5,0,1,1653,NA,NA,0,6,0,389,496,0,3,4,410,63750
48,8,459,35,0,1,94200,6,3,3,2,7.2,192,372,5,4,5,464,77990
40,12,401,35,0,1,245293,6,3,3,2,7.4,272,126,5,4,5,405,21990
43,9,267,20,0,1,63226,4,2,2,4,6,272,358,3,4,5,270,39990
27,3,330,37,0,1,11315,4,2,3,2,7.6,202,372,4,4,4,333,61850
35,4,455,35,0,0,14552,8,4.5,3,2,10.7,192,347,5,4,5,460,85990
53,5,462,35,0,1,14249,6,2.9,4,4,10,192,221,5,4,5,467,147999
35,8,308,37,0,1,130175,4,2.8,3,2,8.5,192,413,4,4,5,310,44975
35,13,455,35,0,1,326851,4,3,3,2,8.5,111,94,5,4,7,460,24990
35,2,343,35,0,1,49,4,2.5,0,5,4.8,111,305,5,5,5,346,60888
10,3,351,67,2,0,798,4,2,0,2,6,192,515,1,2,3,354,42980
13,5,162,5,0,1,54193,4,2,0,1,7.4,218,377,0,4,5,165,21990
16,12,173,35,0,1,238473,4,2.5,4,1,8.1,29,284,5,4,5,176,10980
48,7,459,35,0,1,54982,8,4.4,4,2,9.4,226,544,5,4,5,464,134888
27,3,395,35,0,1,15507,5,3.2,3,2,8.5,380,355,5,4,7,399,59990
40,3,326,35,0,1,6067,4,2,2,4,7.3,218,497,5,4,5,329,79988
15,2,210,35,0,1,5107,4,1.3,0,4,6.1,157,340,5,4,5,213,43555
23,3,338,147,2,1,4288,4,2.5,4,1,8.8,367,418,5,4,7,342,67990
19,6,402,20,0,1,36285,6,3.3,2,1,10.2,218,300,3,4,5,406,53950
8,9,230,37,0,0,142999,4,2.8,3,2,7.9,209,515,4,4,5,229,29900
35,3,317,35,0,1,5546,4,2.5,4,5,5.6,139,355,5,5,7,320,82990
48,2,459,35,0,1,1210,6,3,4,2,7.2,272,557,5,4,5,464,324990
48,10,459,35,0,1,134513,8,5,4,4,12.8,157,525,5,4,5,464,96800
20,6,169,35,0,1,63197,4,2,0,1,7.6,130,330,5,4,5,172,26888
35,3,343,35,0,1,8492,4,2,0,1,6,238,377,5,5,5,346,39990
13,7,254,35,0,1,136800,4,2.2,4,2,7.5,133,399,5,4,7,257,37888
43,6,397,20,0,1,106075,4,2,2,4,7,133,472,3,4,4,401,46990
16,3,347,20,0,0,7664,4,2.4,4,4,9.9,219,305,3,4,5,350,48990
35,2,455,35,0,1,8,6,3.3,3,2,8.9,133,358,5,4,7,460,129888
23,2,316,126,1,1,7,4,2.5,0,1,6.6,290,466,5,4,5,319,44388
20,6,242,35,0,1,60972,4,1.5,0,1,7.3,133,355,5,4,5,245,28990
35,15,455,37,0,0,402356,8,4.5,3,2,11.5,142,161,4,2,3,460,37500
16,7,224,35,0,1,78950,4,2.5,4,1,7.3,39,497,5,4,5,227,28995
23,3,248,126,2,1,1255,4,2.5,0,1,7.5,289,466,5,4,5,251,44388
35,4,194,5,0,1,53603,4,1.8,0,5,4.2,145,360,0,5,5,197,29888
46,6,359,20,0,1,33108,6,3.5,2,4,9.7,130,308,3,4,5,363,49990
40,5,554,160,0,1,50410,8,4.4,4,4,10.4,209,544,9,2,4,559,189900
44,16,64,20,0,1,62650,4,2.2,0,2,6.9,272,496,3,4,5,65,15990
46,3,546,35,0,1,618,6,3.3,4,2,8.9,130,412,5,4,5,551,192990
31,4,128,5,0,1,34875,3,1,0,4,5,192,284,0,5,5,131,22750
13,6,231,35,0,1,61796,4,2,0,1,7.2,153,468,5,4,5,234,30990
23,2,316,126,1,1,7,4,2.5,0,1,6.6,284,466,5,4,5,319,44528
39,7,363,35,0,1,74795,4,3,3,2,7.9,226,468,5,4,7,367,47990
35,13,308,37,0,0,226164,4,3,3,2,8.3,192,260,4,2,4,310,34990
23,13,338,35,0,1,120346,6,3.7,3,1,11.3,218,305,5,4,7,342,18990
35,3,343,35,0,1,15564,4,2.5,4,5,4.8,209,330,5,5,5,346,63888
13,10,163,13,0,1,69089,4,2.5,2,2,9,142,283,2,4,8,166,32940
53,23,550,159,0,1,151438,6,3.6,2,4,0,202,344,8,2,4,555,89990
6,12,58,159,0,1,100304,4,1.2,0,4,5,139,282,8,2,4,59,14990
20,10,212,35,0,1,138682,4,2,0,1,6.6,142,300,5,4,5,215,19950
42,5,526,35,0,1,23431,8,4,4,5,12.1,272,544,5,4,5,531,209990
16,8,173,35,0,0,186181,4,2,4,2,5.9,142,42,5,4,5,176,18920
42,7,478,20,0,1,37714,6,3,4,4,7.7,226,406,3,4,5,482,59888
27,5,330,37,0,1,44083,4,2,3,2,7.4,353,377,4,4,4,333,55990
42,3,436,35,0,1,12320,6,3,4,5,7.1,226,560,5,4,5,441,99900
15,8,177,35,0,1,63565,4,2.5,3,1,8.3,209,355,5,4,5,180,25990
23,11,100,5,0,0,129106,4,1.5,0,1,5.2,25,479,0,5,5,102,12888
16,20,173,35,0,1,231001,4,2.5,4,1,10,142,42,5,4,5,176,6750
38,3,348,35,0,1,9075,4,2,4,4,8,218,520,5,4,5,351,81990
16,8,347,20,0,1,79228,4,2,4,4,8.6,192,355,3,4,5,350,37990
13,5,97,20,0,1,74833,4,2,0,1,7.4,90,300,3,4,5,98,23950
40,4,380,5,0,1,20297,4,2,0,4,6.8,219,544,0,5,5,384,49900
22,4,259,35,0,1,28523,4,1.5,0,1,7.3,192,230,5,4,5,262,26888
31,4,209,5,0,1,13785,4,2,0,4,7,139,478,0,5,5,212,52990
31,2,282,131,1,1,27,3,1,0,4,5.4,192,493,5,4,5,284,31890
13,7,162,5,0,1,93080,4,2,0,1,7.4,153,406,0,4,5,165,18888
31,3,432,131,2,1,1712,4,2,4,4,7.5,202,493,2,5,5,437,68880
42,3,229,89,2,1,5709,4,1.5,0,4,4.9,218,486,3,4,5,233,47880
13,5,162,5,0,1,54784,4,2,0,1,7.4,218,360,0,4,5,165,22990
35,5,308,37,0,1,61939,4,2.8,3,2,8.4,408,377,4,4,5,310,69990
43,8,447,13,0,1,116969,4,2.1,2,2,6.3,180,484,2,4,7,452,59990
19,3,196,35,0,1,29678,3,1,0,3,5.4,209,355,5,4,5,199,32990
42,7,229,125,0,1,34921,4,1.4,0,4,5,153,469,7,4,5,233,30880
15,14,205,37,0,1,256650,6,3,3,2,9.5,133,260,4,4,5,208,26990
23,9,189,35,0,0,82395,4,2,0,1,6.3,219,325,5,4,5,192,22990
43,6,360,5,0,1,24111,4,1.3,0,1,5.7,192,355,0,5,5,364,42990
8,13,69,35,0,1,151600,4,2.2,4,2,8.3,153,284,5,4,7,70,12980
38,4,407,35,0,1,33224,4,2,4,4,7.7,209,525,5,4,5,411,59800
11,5,140,5,0,1,19296,4,1.4,0,1,5.2,192,230,0,4,5,143,21888
35,14,308,37,0,0,181803,4,3,2,2,8.1,142,224,4,2,3,310,15990
13,5,254,35,0,1,179193,4,2.2,4,2,6.1,90,284,5,4,7,257,26980
40,3,245,166,2,2,3720,3,1.5,0,4,5.9,209,497,0,5,5,248,53888
19,7,190,35,0,1,94648,4,2,0,1,7.9,153,360,5,4,5,193,25490
43,12,273,20,0,1,116866,4,1.6,0,4,5.7,272,163,3,4,5,276,24999
12,8,185,20,0,1,94472,4,1.5,0,1,6,218,496,3,4,5,188,28990
33,3,249,61,2,1,654,3,1,0,4,5.3,274,485,0,5,5,252,32990
31,2,321,156,1,1,15,4,2,4,4,8.6,219,399,5,4,7,324,79887
23,2,316,126,1,1,7,4,2.5,4,1,6.8,290,466,5,4,5,319,46288
43,3,267,20,0,1,7950,4,1.5,2,5,6.9,272,484,3,4,5,270,78990
13,6,162,5,0,1,53319,4,2,0,1,7.4,133,355,0,4,5,165,22490
35,3,152,35,0,1,22714,3,1.5,0,5,3.8,202,355,5,4,5,154,38990
35,9,455,35,0,1,344782,8,4.5,3,2,9.5,192,260,5,4,7,460,59990
23,2,303,126,1,1,10,4,3,3,2,8,424,466,4,4,5,305,78888
53,11,487,35,0,1,133114,6,3,4,2,7.4,226,560,5,4,5,491,49900
35,6,317,35,0,1,69550,6,3.5,0,1,9.1,325,360,5,4,7,320,49990
42,2,371,190,2,1,2009,4,2,4,5,5.4,218,544,5,4,5,375,77888
35,6,317,35,0,1,64766,6,3.5,0,1,9.1,325,360,5,4,7,320,49990
28,6,187,13,0,1,130147,4,2,2,1,11.7,48,98,2,4,9,190,24999
19,2,132,5,0,1,77,4,1.2,0,1,5.8,192,355,0,5,5,135,22990
19,5,307,13,0,1,40605,4,2.2,0,2,6.5,133,355,2,4,8,309,62990
35,4,283,35,0,1,33672,4,1.8,0,5,4.3,299,360,5,4,5,285,46990
23,13,303,37,0,0,268463,5,3.2,2,2,8.4,192,83,4,2,3,305,12973
27,11,81,35,0,1,222165,6,2.7,2,2,8.2,209,372,5,4,5,82,10990
43,22,463,159,0,1,113567,8,5.4,2,1,15,407,541,8,2,2,468,69950
35,8,283,35,0,1,76211,4,1.2,4,4,6.5,219,468,5,4,5,285,29490
11,4,153,35,0,1,26882,4,1.2,0,4,4.9,111,300,5,4,5,156,21850
33,2,378,110,2,1,1502,4,2,3,4,8.2,219,544,5,4,7,382,51868
23,2,303,126,1,1,7,4,3,3,2,8,424,466,4,4,5,305,68688
48,5,459,35,0,1,16950,6,3,4,1,9.9,133,551,5,5,5,464,134500
35,4,194,5,0,1,53559,4,1.8,0,5,4.2,145,360,0,5,5,197,29888
13,13,93,35,0,1,108201,4,2,4,2,7.5,180,193,5,4,5,94,17990
35,6,194,5,0,1,82021,4,1.8,0,5,4.2,218,468,0,5,5,197,32990
13,5,231,35,0,1,22749,4,2,0,1,7.2,202,355,5,4,5,234,27990
48,6,459,35,0,1,87700,6,3,4,2,7.8,327,479,5,4,5,464,89500
42,9,354,35,0,1,160934,4,2,4,2,5.2,218,126,5,4,5,358,17990
42,2,268,190,2,1,2001,4,2,0,4,6.1,272,544,3,4,5,271,69788
42,2,553,190,2,1,2088,NA,NA,4,6,0,499,544,3,4,5,558,286688
35,3,194,5,0,1,16274,4,1.8,0,5,4.2,169,377,0,5,5,197,34990
15,7,205,37,0,1,70604,4,2.3,0,2,6.9,218,284,4,4,5,208,29980
20,17,251,37,0,0,334887,4,3.2,3,2,9.1,157,100,4,4,5,254,13990
42,2,354,190,2,1,2088,4,1.4,0,4,7.2,218,544,5,4,5,358,62788
36,2,305,63,1,1,7,4,1.5,0,4,8.1,218,392,5,4,5,307,33990
35,6,343,35,0,1,54950,4,2.5,0,5,4.7,192,355,5,5,5,346,42990
20,8,251,37,0,1,182818,4,2.4,3,2,7.6,180,325,4,4,5,254,29990
48,6,459,35,0,1,59881,6,3,4,2,7.8,180,544,5,4,5,464,118888
23,2,413,141,2,1,3,4,2.5,0,3,8.1,192,406,5,4,7,417,54662
12,10,78,5,0,1,201156,4,1.5,0,1,5.8,164,49,0,5,5,79,12999
8,14,39,20,0,1,101300,4,1.8,0,1,7.5,130,100,3,4,5,39,11990
40,7,512,20,0,1,70642,6,3,2,4,8.3,157,406,3,4,5,516,108888
16,11,141,5,0,0,151835,4,2,4,1,7.1,82,230,0,5,5,144,12900
8,18,178,20,0,1,157633,8,6,2,4,14.6,192,372,3,4,5,181,19990
56,4,522,37,0,1,40017,8,6.2,3,1,0,139,355,4,4,5,527,115990
48,11,459,35,0,1,131686,6,3,4,2,7.5,242,224,5,4,5,464,64990
27,14,42,5,0,1,108812,4,1.6,0,1,6.1,219,100,0,5,5,42,11995
28,10,187,13,0,1,161807,4,2,2,1,11.7,192,83,2,4,7,190,19990
19,5,190,35,0,1,38149,4,2,0,1,7.9,192,469,5,4,5,193,29900
27,6,434,5,0,1,11855,8,5,2,4,12.7,157,544,0,2,4,439,65888
35,6,308,37,0,1,20884,4,2.8,3,2,8.5,180,468,4,4,5,310,65990
20,12,169,35,0,0,37398,4,2,0,1,7.7,139,479,5,4,5,172,19990
15,6,210,35,0,1,79787,4,2,0,1,6.9,218,328,5,4,5,213,28990
11,6,138,5,0,0,68011,4,1.4,0,4,6.1,326,221,0,5,5,141,24990
35,5,387,5,0,0,14787,3,1.6,4,4,7.6,192,347,0,3,4,391,48990
13,7,97,20,0,1,49963,4,2,0,1,7.2,219,390,3,4,5,98,25800
19,10,190,35,0,1,105688,4,2,0,1,8.8,142,374,5,4,5,193,21990
12,13,79,20,0,1,153087,4,2.4,0,1,8.7,192,83,3,4,5,80,15990
16,16,86,35,0,1,131437,6,3.6,4,1,11.6,180,163,5,4,7,87,10990
42,8,371,35,0,1,69135,4,2,4,2,5.5,180,449,5,4,5,375,41900
19,8,164,5,0,1,27333,4,2,0,1,7.3,180,305,0,5,5,167,23490
23,2,303,126,2,1,7,4,3,3,2,8,289,466,4,4,5,305,64888
22,3,119,24,1,1,15,4,1.5,0,4,6.7,67,399,0,5,5,122,20490
12,7,78,5,0,1,105067,4,1.5,0,1,5.8,153,360,0,5,5,79,18990
43,3,480,35,0,1,22452,4,2,4,4,8.2,218,372,5,4,5,484,109900
16,14,141,5,0,0,155496,4,2,4,4,8.9,226,325,0,5,5,144,12990
8,8,178,20,0,1,45857,8,6.2,2,1,12.9,226,479,3,4,5,181,89888
42,8,530,13,0,1,55200,8,4,4,4,9.7,192,551,2,4,5,535,149500
13,4,405,178,0,2,16155,NA,NA,4,6,0,157,355,5,4,5,409,79990
23,14,130,20,0,1,227296,4,2,0,1,8.2,192,83,3,4,5,134,10990
13,5,162,5,0,1,65224,4,2,0,1,7.4,218,360,0,4,5,165,20990
15,10,205,37,0,1,178018,4,2.3,3,2,7,72,479,4,4,5,208,28500
19,9,164,5,0,1,107811,4,1.8,0,1,7.1,218,100,0,5,5,167,18880
23,2,303,126,1,1,10,4,3,3,2,8,424,466,4,4,5,305,79888
31,6,321,35,0,1,52385,4,2,4,4,7.5,272,504,5,4,5,324,36880
19,6,402,20,0,1,94151,6,3.3,2,1,10.2,219,468,3,4,5,406,41990
35,6,152,5,0,1,54335,4,1.3,0,1,6.4,62,360,0,5,5,154,20990
31,6,209,5,0,1,76692,4,2,0,4,6.5,218,216,0,5,5,212,39990
35,3,455,37,0,0,92,8,4.5,4,2,10.7,209,522,4,4,5,460,118888
35,6,283,35,0,1,57413,4,1.2,0,4,5.5,218,468,5,4,5,285,27990
27,9,330,37,0,1,248145,5,3.2,3,2,9,139,98,4,4,5,333,28999
19,5,276,35,0,1,54748,6,3.5,0,1,9.7,218,468,5,4,7,279,41990
31,4,352,37,0,1,71514,6,3,3,2,9.5,209,230,4,4,5,355,53888
11,10,203,35,0,1,149000,4,1.6,0,1,6,272,211,5,4,5,206,16990
23,8,130,20,0,1,78037,4,2.5,0,1,6,226,305,3,4,5,134,25990
42,2,553,190,2,1,2088,NA,NA,4,6,0,498,544,3,4,5,558,283688
15,7,205,37,0,1,86980,4,2.3,3,2,7,142,300,4,4,5,208,38950
42,8,229,20,0,1,62262,4,1.4,0,4,4.9,218,433,3,4,5,233,31990
37,3,281,35,0,1,16648,6,3.6,3,4,10.6,130,230,5,4,7,339,76888
27,8,395,35,0,1,107102,5,3.2,3,2,8.5,319,479,5,4,7,399,49500
37,5,281,35,0,1,64129,6,3,3,2,7,209,211,5,4,5,339,64990
27,6,330,37,0,1,118269,5,3.2,3,2,8.9,143,257,4,4,5,333,49990
11,4,138,5,0,1,31442,4,1.2,0,1,4.8,192,355,0,5,5,141,23990
15,12,205,37,0,1,78365,4,2.5,3,2,10.5,192,83,4,4,5,208,29990
35,4,308,37,0,1,28608,4,2.8,3,2,8.4,425,377,4,4,5,310,73990
19,6,164,20,0,1,49146,4,2,0,1,7.4,226,468,3,4,5,167,21990
35,5,223,20,0,1,48107,4,2.5,0,5,4.2,201,360,3,4,5,226,37990
13,21,97,5,0,1,185413,4,2,0,1,9.1,82,1,0,5,5,98,2995
27,6,434,159,0,1,50346,8,5,2,4,12.7,209,325,8,2,4,439,72990
35,8,283,35,0,1,75482,4,1.2,0,4,6.4,209,211,5,4,5,285,25990
13,6,162,5,0,1,50088,4,2,0,1,7.4,133,355,0,4,5,165,23990
19,8,164,20,0,1,53284,4,2,0,1,7.3,192,148,3,4,5,167,21488
20,8,251,37,0,1,107221,4,2.4,3,2,7.6,218,283,4,4,5,254,31940
31,7,321,35,0,1,34198,4,2,4,4,7.5,209,342,5,4,5,324,31888
13,10,93,35,0,1,105016,4,2,0,1,8.4,192,410,5,4,5,94,17990
8,6,277,35,0,1,86138,4,2.8,3,2,8.6,111,171,5,4,7,280,31990
11,4,203,35,0,1,16904,4,1.6,0,1,6.2,226,433,5,4,5,206,29780
15,4,205,37,0,1,25814,4,2.3,3,2,8.1,209,257,4,4,5,208,69990
13,20,233,35,0,1,204000,6,2.7,4,1,11,402,211,5,4,5,236,7999
8,7,154,13,0,1,28000,4,2,0,4,7.7,192,184,2,4,5,157,23850
35,5,343,35,0,1,42998,4,2.5,4,5,4.8,180,544,5,5,5,346,53888
19,5,84,5,0,1,49500,3,1,0,1,5.4,130,479,0,5,5,85,23999
31,4,128,5,0,1,25768,3,1,0,4,5,209,410,0,5,5,131,22912
27,9,330,37,0,0,221626,5,3.2,3,2,8.3,81,122,4,4,5,333,24990
8,11,339,37,0,1,178013,6,3.6,2,1,9.9,192,169,4,2,2,316,18990
8,19,154,37,0,1,214000,6,3.6,2,1,11,180,211,4,2,2,157,8990
42,6,370,160,0,1,48587,4,2,4,4,6.6,218,433,9,2,2,374,71880
8,9,154,20,0,1,150555,8,6.2,2,4,11.8,153,300,3,4,5,157,44950
15,12,205,37,0,0,120461,4,2.5,3,2,9.8,157,139,4,4,5,208,18800
27,6,330,37,0,1,163167,4,2,3,2,7.4,192,227,4,4,5,333,44950
19,9,164,5,0,1,94423,4,2,0,1,7.1,202,139,0,5,5,167,16800
15,7,205,37,0,1,87020,4,2.3,3,2,7,209,504,4,2,4,208,39388
13,5,162,5,0,1,51416,4,2,0,1,7.4,133,211,0,4,5,165,28990
46,6,451,35,0,1,89503,6,3.5,4,5,5.7,218,521,5,4,5,456,69900
8,7,178,13,0,1,119845,6,3.6,4,4,9.1,142,169,2,4,5,181,26990
27,8,395,35,0,1,135158,5,3.2,4,2,8.5,219,433,5,4,7,399,39880
35,7,283,35,0,1,66948,4,1.2,0,4,5.5,120,305,5,4,5,285,29888
23,11,130,5,0,1,191287,4,2.5,0,1,6,226,291,0,5,5,134,16980
13,7,233,35,0,1,54340,4,2,0,1,7.9,227,305,5,4,5,236,26890
35,7,194,5,0,1,61603,4,1.8,0,5,4.2,218,331,0,5,5,197,37990
35,9,308,37,0,1,166000,4,2.8,3,2,8.5,219,211,4,4,5,310,39990
44,6,364,35,0,1,31120,4,2,4,2,6,226,433,5,4,5,368,51888
19,8,190,35,0,1,71397,4,2,0,1,7.9,90,300,5,4,5,193,24950
15,11,177,35,0,0,130641,4,2,0,1,8.2,192,291,5,4,5,180,16771
27,14,81,35,0,1,107752,6,4,2,1,12.8,180,42,5,4,7,82,11420
20,7,251,37,0,0,131475,4,2.4,3,2,7.2,142,169,4,4,5,254,31990
27,12,330,37,0,0,154894,5,3.2,3,2,9.4,133,227,4,4,5,333,32950
13,4,233,35,0,1,33001,4,1.6,4,1,7.2,218,468,5,4,5,236,48990
35,5,387,5,0,0,40024,3,1.6,4,4,7.6,156,468,0,3,4,391,45990
13,6,254,35,0,1,111776,4,2.2,4,2,7.5,157,211,5,4,7,257,35990
8,12,69,35,0,1,171000,4,2.4,0,1,8.8,130,479,5,4,5,70,7999
13,13,129,5,0,1,125446,4,1.4,0,1,6.4,192,134,0,5,5,132,12990
35,23,455,35,0,1,433260,4,3,3,2,0,142,152,5,4,8,460,10990
39,9,309,37,0,1,178320,4,3,3,2,8.1,81,122,4,2,2,311,32990
35,4,223,20,0,1,2030,4,2.5,0,5,4.5,299,377,3,4,5,226,46990
13,11,197,19,0,0,217073,4,2.5,2,2,8,202,139,1,4,6,200,14800
35,6,194,5,0,1,23826,4,1.8,0,5,4.2,90,171,0,5,5,197,33990
16,9,180,35,0,0,150201,4,2,4,1,7.3,226,100,5,4,5,183,21995
20,11,169,35,0,1,166149,4,2.3,3,2,5.8,154,148,5,4,5,172,15888
12,7,185,20,0,1,38419,4,1.5,0,1,6,180,390,3,4,5,188,33800
8,13,69,35,0,1,188000,4,2.2,4,2,8.1,218,211,5,4,7,70,8990
8,15,230,37,0,1,170500,4,3,3,2,9,192,152,4,4,5,229,20990
4,14,62,37,0,0,63598,4,2.4,3,1,10.7,202,49,4,4,5,63,12999
35,8,223,20,0,1,103786,4,2.5,0,1,7.9,192,347,3,4,5,226,23990
23,4,248,35,0,1,51806,4,2.5,4,1,8.2,226,227,5,4,5,251,43987
27,8,330,37,0,1,95539,4,2.2,2,2,7.5,142,169,4,4,5,333,29990
20,9,212,35,0,1,138086,4,2.3,4,2,5.8,180,100,5,4,7,215,29995
19,5,190,35,0,1,36000,4,2,0,1,7.9,202,279,5,4,5,193,31990
35,13,308,37,0,1,176700,4,3,3,2,9.3,219,211,4,4,5,310,33990
15,6,210,35,0,1,68118,4,2,0,1,6.9,133,406,5,4,5,213,26990
35,6,152,5,0,1,111041,4,1.3,0,1,6.4,218,305,0,5,5,154,20990
12,17,78,5,0,1,196751,4,1.3,0,1,6.6,133,100,0,5,5,79,6990
19,5,307,13,0,1,59541,4,2.2,0,2,6.5,226,468,2,4,8,309,45990
37,8,281,35,0,1,244956,6,3,3,2,7.5,226,325,5,4,5,339,23990
19,6,276,35,0,1,113825,4,2.2,4,2,7.2,82,169,5,4,7,279,34990
15,10,210,35,0,1,159000,4,2,0,1,6.9,219,211,5,4,5,213,15990
35,6,308,37,0,1,42136,4,2.8,3,2,8.5,153,468,4,4,5,310,61990
19,5,402,20,0,1,16794,6,3.3,2,1,10.2,192,358,3,4,5,406,59990
13,9,163,13,0,1,100260,4,2.5,2,2,9,142,171,2,4,8,166,27990
22,5,259,35,0,1,52476,4,1.5,0,1,7.3,192,230,5,4,5,262,26888
22,3,259,35,0,1,25250,4,1.5,0,1,7.3,192,479,5,4,5,262,24990
27,13,104,20,0,1,141993,6,4,2,1,11.7,272,358,3,4,5,106,33990
20,17,251,37,0,1,267459,4,3.2,3,2,9.9,226,100,4,4,5,254,16995
46,20,136,20,0,1,232162,6,2.5,2,4,9.7,133,267,3,4,5,139,9999
8,7,167,35,0,1,137264,4,2,4,4,8.4,111,169,5,4,5,170,24990
23,8,248,35,0,1,185570,4,2,0,1,6.4,139,100,5,4,5,251,24990
23,7,189,35,0,1,65230,4,2,0,1,6.1,72,100,5,4,5,192,25995
20,4,212,35,0,1,44568,4,2.4,0,1,7.2,218,377,5,4,7,215,29990
23,4,130,20,0,1,12496,4,2.5,0,1,6.5,142,169,3,4,5,134,37990
23,7,303,37,0,0,89520,5,3.2,3,2,8.9,192,467,4,4,5,305,39990
8,12,339,37,0,1,157828,6,3.6,2,1,9.9,218,100,4,2,2,316,19990
37,11,281,35,0,1,171650,6,3,3,2,7.5,192,100,5,4,5,339,32995
8,10,230,37,0,1,200486,4,2.8,2,2,8.9,192,100,4,4,5,229,20990
13,5,162,5,0,1,56440,4,2,0,1,7.4,218,360,0,4,5,165,22990
8,14,39,20,0,1,141102,4,1.4,0,1,6.9,226,142,3,4,5,39,10995
20,4,169,35,0,1,44645,4,2,0,1,7.6,192,406,5,4,5,172,28990
42,4,181,5,0,1,61025,4,2,0,4,6.4,250,433,0,5,5,184,40990
15,6,177,35,0,1,97143,4,2.5,0,1,7.9,90,169,5,4,5,180,25990
16,5,173,35,0,1,55815,4,2.5,4,1,7.4,209,279,5,4,5,176,30990
8,8,69,35,0,1,129800,6,3,4,1,10.1,130,479,5,4,7,70,17999
8,9,230,37,0,1,207250,4,2.8,2,2,8.9,192,137,4,4,5,229,18888
23,14,100,5,0,0,92454,4,1.5,0,1,6.4,142,169,0,5,5,102,10990
23,16,338,35,0,1,229224,6,3.7,3,1,13,29,230,5,4,7,342,10600
35,13,308,37,0,0,286525,4,3,2,2,8.1,142,368,4,2,2,310,15950
40,7,366,35,0,1,32054,4,2,4,4,7.4,246,504,5,4,5,370,48800
19,5,164,5,0,1,47000,4,2,0,1,7.4,192,184,0,5,5,167,25750
35,3,152,5,0,1,6693,3,1.5,0,1,4.9,88,410,0,5,5,154,28745
27,8,108,5,0,1,143512,4,2,0,2,5.1,90,169,0,5,5,111,18990
48,7,459,35,0,1,127624,6,3,4,2,6.4,202,257,5,4,5,464,69990
13,5,162,5,0,1,58585,4,2,0,1,7.4,218,377,0,4,5,165,21890
15,15,205,37,0,0,86143,4,2.5,2,2,9.8,142,169,4,4,5,208,22990
12,20,219,35,0,0,214226,4,2.4,3,1,9,202,187,5,4,5,222,7990
27,11,42,5,0,0,95418,4,1.6,0,1,6.2,120,169,0,3,5,42,17990
23,2,248,126,1,1,7,4,2.5,4,1,7.5,242,466,5,4,5,251,54188
35,8,308,37,0,1,134138,4,2.8,3,2,8.5,218,425,4,4,5,310,39990
13,4,231,35,0,1,50975,4,2,0,1,6.2,219,360,5,4,5,234,26990
23,12,130,20,0,0,162642,4,2,0,1,8.6,139,361,3,4,5,134,11986
8,6,293,35,0,1,144188,6,3.6,0,1,8.9,82,169,5,4,7,295,29980
35,10,194,5,0,0,97000,4,1.8,0,1,7.1,152,399,0,5,5,197,18990
35,5,455,35,0,1,125247,4,2.8,3,2,8,192,543,5,4,7,460,69990
27,13,124,5,0,0,57485,4,2,0,1,7.2,82,169,0,5,5,127,13980
27,14,104,20,0,1,43966,6,4,2,1,9.9,72,187,3,4,5,106,23990
27,10,81,35,0,1,122789,6,2.7,4,2,8.8,90,169,5,4,5,82,21980
27,11,330,37,0,1,177422,5,3.2,3,2,9.2,192,495,4,2,2,333,22888
35,5,152,35,0,1,28947,3,1.5,0,1,5.4,181,360,5,4,5,154,33490
19,5,164,5,0,1,53883,4,2,0,1,7.4,226,377,0,5,5,167,22490
20,4,212,35,0,1,47097,4,2.4,0,1,7.2,218,377,5,4,7,215,29990
